,doc_id,segment_id,sender,source_language,target_language,lp,source,mt,reference,nr_words,severity,minor,major,critical,mqm,typology_error,error,start_index,end_index,model,google_mqm
11,en_de_#CLIENT-01#_default_2020-12-20-12,11,client,de,en,de_en,"Es hilft nicht viel, da ich seit September darauf gewartet habe.",It doesn't help much as I've been waiting for it since September.,It doesn't help much because I've been waiting for it since September.,14,,0,0,0,100.0,,,,,BJTU,0
12,en_de_#CLIENT-01#_default_2020-12-20-12,12,agent,en,de,en_de,"I understand, but my colleague explained yesterday that we have to be in touch with the warehouse, this has been done for you - so we are awaiting the reply.","Ich verstehe, aber mein Kollege hat gestern erklärt, dass wir mit dem Lager in Kontakt treten müssen, dies wurde für Sie erledigt - also warten wir auf die Antwort.","Ich verstehe, aber mein Kollege hat gestern erklärt, dass wir uns mit dem Lager in Verbindung setzen müssen. Dies wurde für dich getan - wir warten auf die Antwort.",28,,0,0,0,100.0,,,,,BJTU,0
13,en_de_#CLIENT-01#_default_2020-12-20-12,13,agent,en,de,en_de,"As soon as we have the information, we can then let you know the whereabouts of your order","Sobald wir die Informationen haben, können wir Ihnen den Verbleib Ihrer Bestellung mitteilen.","Sobald wir die Informationen haben, können wir dich über den Aufenthaltsort deiner Bestellung informieren",13,,0,0,0,100.0,,,,,BJTU,0
14,en_de_#CLIENT-01#_default_2020-12-20-12,14,agent,en,de,en_de,The item was due to dispatch 18.12,Der Artikel sollte um 18.12 Uhr verschickt werden.,Der Artikel sollte am 18.12.versandt worden sein,9,,0,0,0,100.0,,,,,BJTU,0
15,en_de_#CLIENT-01#_default_2020-12-20-12,15,client,de,en,de_en,"Ich weiss, heute ist 23.12","I know, today is 23.12","I know, today is 23.12",6,minor/neutral/minor,2,0,0,66.66666667,Omission/Source Issue/Date/Time Format,/ /23.12,16/16/17,17/17/22,BJTU,-2
16,en_de_#CLIENT-01#_default_2020-12-20-12,16,agent,en,de,en_de,Fully understand - that is what we have contacted the warehouse and as soon as we have answers you will be emailed,"Ich verstehe vollkommen - deshalb haben wir das Lager kontaktiert und sobald wir Antworten haben, erhalten Sie eine E-Mail.","Vollkommen verstanden - darum haben wir das Lager kontaktiert und sobald wir Antworten haben, wirst du per E-Mail benachrichtigt",18,,0,0,0,100.0,,,,,BJTU,0
17,en_de_#CLIENT-01#_default_2020-12-20-12,17,agent,en,de,en_de,My colleague is dealing with this,Mein Kollege beschäftigt sich damit,Mein Kollege kümmert sich darum,5,,0,0,0,100.0,,,,,BJTU,0
18,en_de_#CLIENT-01#_default_2020-12-20-12,18,client,de,en,de_en,ok,Ok,Okay,1,,0,0,0,100.0,,,,,BJTU,0
19,en_de_#CLIENT-01#_default_2020-12-20-12,19,agent,en,de,en_de,Can I help with anything else today?,Kann ich heute mit irgendetwas anderem helfen?,Kann ich dir heute sonst noch bei irgendetwas helfen?,7,,0,0,0,100.0,,,,,BJTU,0
20,en_de_#CLIENT-01#_default_2020-12-20-12,0,client,de,en,de_en,"Hallo, ich habe einen Artikel, der letzte Woche geliefert werden sollte und der immer noch nicht geliefert wird.","Hello, I have an item that was supposed to be delivered last week and that is still not delivered.","Hello, I have an article that was supposed to be delivered last week and which has still not been delivered.",19,minor,1,0,0,94.73684211,Grammar,,87,88,HuaweiTSC,-1
21,en_de_#CLIENT-01#_default_2020-12-20-12,1,client,de,en,de_en,Ich habe den Chat zweimal kontaktiert und bisher nichts.,I have contacted the chat twice and so far nothing.,I contacted the chat twice and so far nothing.,10,,0,0,0,100.0,,,,,HuaweiTSC,0
22,en_de_#CLIENT-01#_default_2020-12-20-12,2,client,de,en,de_en,"Die First Lady sagte mir, dass es am Montag verschickt wird, die zweite Lady sagte mir gestern, dass sie eine E-Mail überprüfen und senden wird und sie hat nie geantwortet.","The First Lady told me that it will be shipped on Monday, the second Lady told me yesterday that she will check and send an email and she never replied.","The First Lady told me that it would be sent on Monday, the second lady told me yesterday that she would check and send an email and she never replied.",30,neutral/minor/minor/minor/neutral,3,0,0,90.0,Source Issue/Capitalization/Capitalization/Capitalization/Source Issue,First Lady/First/Lady/Lady/Lady,4/4/10/69/69,14/9/14/73/73,HuaweiTSC,-3
23,en_de_#CLIENT-01#_default_2020-12-20-12,3,client,de,en,de_en,"#ADDRESS#,","#ADDRESS#,","#ADDRESS#,",1,,0,0,0,100.0,,,,,HuaweiTSC,0
24,en_de_#CLIENT-01#_default_2020-12-20-12,4,agent,en,de,en_de,Good Morning #NAME#,Guten Morgen #NAME#,Guten Morgen #NAME#,3,,0,0,0,100.0,,,,,HuaweiTSC,0
25,en_de_#CLIENT-01#_default_2020-12-20-12,5,agent,en,de,en_de,"Thanks for contacting #PRS_ORG#, you are through to #NAME#","Vielen Dank, dass Sie sich mit #PRS_ORG# in Verbindung gesetzt haben. Sie sind durch #NAME#","Vielen Dank, dass du dich mit #PRS_ORG# in Verbindung gesetzt haben. Mein Name ist#NAME#",15,major,0,1,0,66.66666667,Mistranslation,durch,79,84,HuaweiTSC,-5
26,en_de_#CLIENT-01#_default_2020-12-20-12,6,agent,en,de,en_de,"So that I can assist you can you please provide your account details (Full Name, E-mail address, Postal Address and Order Number)","Damit ich Ihnen helfen kann, geben Sie bitte Ihre Kontodaten an (vollständiger Name, E-Mail-Adresse, Postanschrift und Bestellnummer).","Damit ich dir weiterhelfen kann, gib bitte deinen Kontodaten an (vollständiger Name, E-Mail-Adresse, Postanschrift und Bestellnummer).",18,,0,0,0,100.0,,,,,HuaweiTSC,0
27,en_de_#CLIENT-01#_default_2020-12-20-12,7,client,de,en,de_en,Bestellnummer: #NUMBER#,Order number: #NUMBER#,Order number: #NUMBER#,3,,0,0,0,100.0,,,,,HuaweiTSC,0
28,en_de_#CLIENT-01#_default_2020-12-20-12,8,client,de,en,de_en,#ADDRESS#,#ADDRESS#,#ADDRESS#,1,,0,0,0,100.0,,,,,HuaweiTSC,0
29,en_de_#CLIENT-01#_default_2020-12-20-12,9,agent,en,de,en_de,"Thank you - so this query is with warehouse as stated in yesterdays chat, we have to await the reply to the investigation.","Danke - so ist diese Anfrage mit Lager wie in gestern Chat angegeben, wir müssen die Antwort auf die Untersuchung warten.","Vielen Dank - diese Anfrage ist an das Lager gerichtet, wie im gestrigen Chat angegeben, müssen wir auf die Antwort aufgrund der Untersuchung warten.",20,minor/minor/minor/neutral/minor/minor/neutral,5,0,0,75.0,Mistranslation/Mistranslation/Word Order/Source Issue/Word Order/Mistranslation/Source Issue,mit Lager/so/diese Anfrage/mit Lager/müssen/warten/warten,29/8/15/29/74/114/114,38/10/28/38/80/120/120,HuaweiTSC,-5
30,en_de_#CLIENT-01#_default_2020-12-20-12,10,agent,en,de,en_de,"As soon as we have heard back, tis is when you will be emailed","Sobald wir zurück gehört haben, ist es, wenn Sie per E-Mail gesendet werden","Sobald wir etwas gehört haben, wirst du per E-Mail benachrichtigt",13,minor/minor/neutral,2,0,0,84.61538462,Mistranslation/Mistranslation/Source Issue,"zurück gehört/ist es, wenn Sie per E-Mail gesendet werden/ist es, wenn Sie per E-Mail gesendet werden",11/32/32,24/75/75,HuaweiTSC,-2
31,en_de_#CLIENT-01#_default_2020-12-20-12,11,client,de,en,de_en,"Es hilft nicht viel, da ich seit September darauf gewartet habe.",It doesn't help much because I've been waiting for it since September.,It doesn't help much because I've been waiting for it since September.,14,,0,0,0,100.0,,,,,HuaweiTSC,0
32,en_de_#CLIENT-01#_default_2020-12-20-12,12,agent,en,de,en_de,"I understand, but my colleague explained yesterday that we have to be in touch with the warehouse, this has been done for you - so we are awaiting the reply.","Ich verstehe, aber mein Kollege erklärte gestern, dass wir uns mit dem Lager in Verbindung setzen müssen, dies wurde für Sie erledigt - also warten wir auf die Antwort.","Ich verstehe, aber mein Kollege hat gestern erklärt, dass wir uns mit dem Lager in Verbindung setzen müssen. Dies wurde für dich getan - wir warten auf die Antwort.",28,,0,0,0,100.0,,,,,HuaweiTSC,0
33,en_de_#CLIENT-01#_default_2020-12-20-12,13,agent,en,de,en_de,"As soon as we have the information, we can then let you know the whereabouts of your order","Sobald wir die Informationen haben, können wir Sie über den Aufenthaltsort Ihrer Bestellung informieren","Sobald wir die Informationen haben, können wir dich über den Aufenthaltsort deiner Bestellung informieren",14,,0,0,0,100.0,,,,,HuaweiTSC,0
34,en_de_#CLIENT-01#_default_2020-12-20-12,14,agent,en,de,en_de,The item was due to dispatch 18.12,Der Artikel sollte am 18.12 versandt werden,Der Artikel sollte am 18.12.versandt worden sein,8,,0,0,0,100.0,,,,,HuaweiTSC,0
35,en_de_#CLIENT-01#_default_2020-12-20-12,15,client,de,en,de_en,"Ich weiss, heute ist 23.12","I know, today is 23.12","I know, today is 23.12",6,minor,1,0,0,83.33333333,Date/Time Format,23.12,17,22,HuaweiTSC,-1
36,en_de_#CLIENT-01#_default_2020-12-20-12,16,agent,en,de,en_de,Fully understand - that is what we have contacted the warehouse and as soon as we have answers you will be emailed,"Vollständig verstehen - das haben wir das Lager kontaktiert und sobald wir Antworten haben, werden Sie per E-Mail kontaktiert","Vollkommen verstanden - darum haben wir das Lager kontaktiert und sobald wir Antworten haben, wirst du per E-Mail benachrichtigt",18,minor/minor/neutral,2,0,0,88.88888889,Mistranslation/Mistranslation/Source Issue,Vollständig verstehen/das haben wir das Lager kontaktiert/das haben wir das Lager kontaktiert,0/24/24,21/59/59,HuaweiTSC,-2
37,en_de_#CLIENT-01#_default_2020-12-20-12,17,agent,en,de,en_de,My colleague is dealing with this,Mein Kollege beschäftigt sich damit,Mein Kollege kümmert sich darum,5,,0,0,0,100.0,,,,,HuaweiTSC,0
38,en_de_#CLIENT-01#_default_2020-12-20-12,18,client,de,en,de_en,ok,Okay,Okay,1,,0,0,0,100.0,,,,,HuaweiTSC,0
39,en_de_#CLIENT-01#_default_2020-12-20-12,19,agent,en,de,en_de,Can I help with anything else today?,Kann ich heute noch bei irgendwas helfen?,Kann ich dir heute sonst noch bei irgendetwas helfen?,7,,0,0,0,100.0,,,,,HuaweiTSC,0
40,en_de_#CLIENT-01#_default_2020-12-20-12,0,client,de,en,de_en,"Hallo, ich habe einen Artikel, der letzte Woche geliefert werden sollte und der immer noch nicht geliefert wird.","Hello, I have an item that was supposed to be delivered last week and is still not delivered.","Hello, I have an article that was supposed to be delivered last week and which has still not been delivered.",18,minor,1,0,0,94.44444444,Grammar,,82,83,IITP-Flipkart,-1
41,en_de_#CLIENT-01#_default_2020-12-20-12,1,client,de,en,de_en,Ich habe den Chat zweimal kontaktiert und bisher nichts.,I have contacted the chat twice and so far nothing.,I contacted the chat twice and so far nothing.,10,,0,0,0,100.0,,,,,IITP-Flipkart,0
42,en_de_#CLIENT-01#_default_2020-12-20-12,2,client,de,en,de_en,"Die First Lady sagte mir, dass es am Montag verschickt wird, die zweite Lady sagte mir gestern, dass sie eine E-Mail überprüfen und senden wird und sie hat nie geantwortet.","The First Lady told me it will be sent on Monday, the Second Lady told me yesterday that she will review and send an email and she has never replied.","The First Lady told me that it would be sent on Monday, the second lady told me yesterday that she would check and send an email and she never replied.",30,neutral/minor/minor/neutral/minor/minor,4,0,0,86.66666667,Source Issue/Capitalization/Capitalization/Source Issue/Capitalization/Capitalization,First Lady/First/Lady/Second Lady/Second/Lady,4/4/10/54/54/61,14/9/14/65/60/65,IITP-Flipkart,-4
43,en_de_#CLIENT-01#_default_2020-12-20-12,3,client,de,en,de_en,"#ADDRESS#,","#ADDRESS#,","#ADDRESS#,",1,neutral/minor,1,0,0,0.0,Source Issue/Punctuation,",/,",9/9,10/10,IITP-Flipkart,-1
44,en_de_#CLIENT-01#_default_2020-12-20-12,4,agent,en,de,en_de,Good Morning #NAME#,Guten Morgen #NAME#,Guten Morgen #NAME#,3,,0,0,0,100.0,,,,,IITP-Flipkart,0
45,en_de_#CLIENT-01#_default_2020-12-20-12,5,agent,en,de,en_de,"Thanks for contacting #PRS_ORG#, you are through to #NAME#","Vielen Dank, dass Sie sich mit #PRS_ORG# in Verbindung gesetzt haben.","Vielen Dank, dass du dich mit #PRS_ORG# in Verbindung gesetzt haben. Mein Name ist#NAME#",11,,0,0,0,100.0,,,,,IITP-Flipkart,0
46,en_de_#CLIENT-01#_default_2020-12-20-12,6,agent,en,de,en_de,"So that I can assist you can you please provide your account details (Full Name, E-mail address, Postal Address and Order Number)","Damit ich Ihnen weiterhelfen kann, geben Sie bitte Ihre Kontodaten an (vollständiger Name, E-Mail-Adresse, Postanschrift und Bestellnummer).","Damit ich dir weiterhelfen kann, gib bitte deinen Kontodaten an (vollständiger Name, E-Mail-Adresse, Postanschrift und Bestellnummer).",18,,0,0,0,100.0,,,,,IITP-Flipkart,0
47,en_de_#CLIENT-01#_default_2020-12-20-12,7,client,de,en,de_en,Bestellnummer: #NUMBER#,Order number: #NUMBER#,Order number: #NUMBER#,3,,0,0,0,100.0,,,,,IITP-Flipkart,0
48,en_de_#CLIENT-01#_default_2020-12-20-12,8,client,de,en,de_en,#ADDRESS#,#ADDRESS#,#ADDRESS#,1,,0,0,0,100.0,,,,,IITP-Flipkart,0
49,en_de_#CLIENT-01#_default_2020-12-20-12,9,agent,en,de,en_de,"Thank you - so this query is with warehouse as stated in yesterdays chat, we have to await the reply to the investigation.","Vielen Dank - also diese Anfrage ist mit Lager, wie im gestrigen Chat angegeben, wir müssen die Antwort auf die Untersuchung abwarten.","Vielen Dank - diese Anfrage ist an das Lager gerichtet, wie im gestrigen Chat angegeben, müssen wir auf die Antwort aufgrund der Untersuchung warten.",21,minor/minor/neutral,2,0,0,90.47619048,Word Order/Mistranslation/Source Issue,müssen/mit Lager/mit Lager,85/37/37,91/46/46,IITP-Flipkart,-2
50,en_de_#CLIENT-01#_default_2020-12-20-12,10,agent,en,de,en_de,"As soon as we have heard back, tis is when you will be emailed","Sobald wir zurückgehört haben, erhalten Sie eine E-Mail","Sobald wir etwas gehört haben, wirst du per E-Mail benachrichtigt",8,,0,0,0,100.0,,,,,IITP-Flipkart,0
51,en_de_#CLIENT-01#_default_2020-12-20-12,11,client,de,en,de_en,"Es hilft nicht viel, da ich seit September darauf gewartet habe.",It doesn't help much as I've been waiting for it since September.,It doesn't help much because I've been waiting for it since September.,14,,0,0,0,100.0,,,,,IITP-Flipkart,0
52,en_de_#CLIENT-01#_default_2020-12-20-12,12,agent,en,de,en_de,"I understand, but my colleague explained yesterday that we have to be in touch with the warehouse, this has been done for you - so we are awaiting the reply.","Ich verstehe, aber mein Kollege hat gestern erklärt, dass wir mit dem Lager in Kontakt sein müssen, das wurde für Sie erledigt - wir warten also auf die Antwort.","Ich verstehe, aber mein Kollege hat gestern erklärt, dass wir uns mit dem Lager in Verbindung setzen müssen. Dies wurde für dich getan - wir warten auf die Antwort.",28,,0,0,0,100.0,,,,,IITP-Flipkart,0
53,en_de_#CLIENT-01#_default_2020-12-20-12,13,agent,en,de,en_de,"As soon as we have the information, we can then let you know the whereabouts of your order","Sobald wir die Informationen haben, können wir Ihnen dann den Verbleib Ihrer Bestellung mitteilen","Sobald wir die Informationen haben, können wir dich über den Aufenthaltsort deiner Bestellung informieren",14,,0,0,0,100.0,,,,,IITP-Flipkart,0
54,en_de_#CLIENT-01#_default_2020-12-20-12,14,agent,en,de,en_de,The item was due to dispatch 18.12,Der Artikel sollte 18.12 versandt werden,Der Artikel sollte am 18.12.versandt worden sein,7,,0,0,0,100.0,,,,,IITP-Flipkart,0
55,en_de_#CLIENT-01#_default_2020-12-20-12,15,client,de,en,de_en,"Ich weiss, heute ist 23.12",I know today is 23.12,"I know, today is 23.12",6,minor,1,0,0,83.33333333,Date/Time Format,23.12,16,21,IITP-Flipkart,-1
56,en_de_#CLIENT-01#_default_2020-12-20-12,16,agent,en,de,en_de,Fully understand - that is what we have contacted the warehouse and as soon as we have answers you will be emailed,"Voll verstanden - das haben wir mit dem Lager in Verbindung gesetzt und sobald wir Antworten haben, werden Sie per E-Mail benachrichtigt","Vollkommen verstanden - darum haben wir das Lager kontaktiert und sobald wir Antworten haben, wirst du per E-Mail benachrichtigt",21,minor,1,0,0,95.23809524,Mistranslation,Voll verstanden,0,15,IITP-Flipkart,-1
57,en_de_#CLIENT-01#_default_2020-12-20-12,17,agent,en,de,en_de,My colleague is dealing with this,Mein Kollege beschäftigt sich damit,Mein Kollege kümmert sich darum,5,,0,0,0,100.0,,,,,IITP-Flipkart,0
58,en_de_#CLIENT-01#_default_2020-12-20-12,18,client,de,en,de_en,ok,ok,Okay,1,,0,0,0,100.0,,,,,IITP-Flipkart,0
59,en_de_#CLIENT-01#_default_2020-12-20-12,19,agent,en,de,en_de,Can I help with anything else today?,Kann ich heute noch mit irgendetwas anderem helfen?,Kann ich dir heute sonst noch bei irgendetwas helfen?,8,,0,0,0,100.0,,,,,IITP-Flipkart,0
60,en_de_#CLIENT-01#_default_2020-12-20-12,0,client,de,en,de_en,"Hallo, ich habe einen Artikel, der letzte Woche geliefert werden sollte und der immer noch nicht geliefert wird.","Hello, I have an article that should be delivered last week and that is still not delivered.","Hello, I have an article that was supposed to be delivered last week and which has still not been delivered.",17,major,0,1,0,70.58823529,Grammar,be,37,39,baseline,-5
61,en_de_#CLIENT-01#_default_2020-12-20-12,1,client,de,en,de_en,Ich habe den Chat zweimal kontaktiert und bisher nichts.,I have contacted the chat twice and so far nothing.,I contacted the chat twice and so far nothing.,10,,0,0,0,100.0,,,,,baseline,0
62,en_de_#CLIENT-01#_default_2020-12-20-12,2,client,de,en,de_en,"Die First Lady sagte mir, dass es am Montag verschickt wird, die zweite Lady sagte mir gestern, dass sie eine E-Mail überprüfen und senden wird und sie hat nie geantwortet.","The First Lady told me that it will be sent on Monday, the second Lady told me yesterday that she will check and send an email and she has never answered.","The First Lady told me that it would be sent on Monday, the second lady told me yesterday that she would check and send an email and she never replied.",31,neutral/minor/minor/neutral/minor,3,0,0,90.32258065,Source Issue/Capitalization/Capitalization/Source Issue/Capitalization,First Lady/First/Lady/Lady/Lady,4/4/10/66/66,14/9/14/70/70,baseline,-3
63,en_de_#CLIENT-01#_default_2020-12-20-12,3,client,de,en,de_en,"#ADDRESS#,","The Address #,","#ADDRESS#,",2,minor/minor/minor,3,0,0,-50.0,Addition/Whitespace/Punctuation,The/ /,2000/11/3,3/12/2004,baseline,-3
64,en_de_#CLIENT-01#_default_2020-12-20-12,4,agent,en,de,en_de,Good Morning #NAME#,Good Morning #NAME#,Guten Morgen #NAME#,3,critical,0,0,1,-233.3333333,Untranslated,Good Morning,0,12,baseline,-10
65,en_de_#CLIENT-01#_default_2020-12-20-12,5,agent,en,de,en_de,"Thanks for contacting #PRS_ORG#, you are through to #NAME#","Danke für die Kontaktaufnahme mit #PRS_ORG#, Sie sind über #NAME#","Vielen Dank, dass du dich mit #PRS_ORG# in Verbindung gesetzt haben. Mein Name ist#NAME#",10,major,0,1,0,50.0,Mistranslation,Sie sind über,45,58,baseline,-5
66,en_de_#CLIENT-01#_default_2020-12-20-12,6,agent,en,de,en_de,"So that I can assist you can you please provide your account details (Full Name, E-mail address, Postal Address and Order Number)","So dass ich Ihnen helfen kann, können Sie bitte Ihre Kontoinformationen (Full Name, E-Mail-Adresse, Postadresse und Bestellnummer)","Damit ich dir weiterhelfen kann, gib bitte deinen Kontodaten an (vollständiger Name, E-Mail-Adresse, Postanschrift und Bestellnummer).",18,critical,0,0,1,44.44444444,Untranslated,Full Name,73,82,baseline,-10
67,en_de_#CLIENT-01#_default_2020-12-20-12,7,client,de,en,de_en,Bestellnummer: #NUMBER#,Order number: #NUMBER#,Order number: #NUMBER#,3,,0,0,0,100.0,,,,,baseline,0
68,en_de_#CLIENT-01#_default_2020-12-20-12,8,client,de,en,de_en,#ADDRESS#,#ADDRESS#,#ADDRESS#,1,,0,0,0,100.0,,,,,baseline,0
69,en_de_#CLIENT-01#_default_2020-12-20-12,9,agent,en,de,en_de,"Thank you - so this query is with warehouse as stated in yesterdays chat, we have to await the reply to the investigation.","Danke - so ist diese Frage mit Lager, wie in y<unk>ays chat angegeben, müssen wir auf die Antwort auf die Untersuchung warten.","Vielen Dank - diese Anfrage ist an das Lager gerichtet, wie im gestrigen Chat angegeben, müssen wir auf die Antwort aufgrund der Untersuchung warten.",22,critical/critical/neutral,0,0,2,9.090909091,MT Hallucination/Mistranslation/Source Issue,"y<unk>ays/so ist diese Frage mit Lager/so ist diese Frage mit Lager, wie in y<unk>ays chat angegeben",45/8/8,54/36/69,baseline,-20
70,en_de_#CLIENT-01#_default_2020-12-20-12,10,agent,en,de,en_de,"As soon as we have heard back, tis is when you will be emailed","Sobald wir wieder gehört haben, tis ist, wenn Sie e-mail erhalten werden","Sobald wir etwas gehört haben, wirst du per E-Mail benachrichtigt",12,major/critical/neutral/minor/minor/minor,3,1,1,-50.0,Mistranslation/Untranslated/Source Issue/Omission/Word Order/Addition,wieder gehört haben/tis/tis/ /Sie/wenn,11/32/32/49/46/41,30/35/35/50/49/45,baseline,-18
71,en_de_#CLIENT-01#_default_2020-12-20-12,11,client,de,en,de_en,"Es hilft nicht viel, da ich seit September darauf gewartet habe.",It doesn’t help much because I’ve been waiting for it since September.,It doesn't help much because I've been waiting for it since September.,14,,0,0,0,100.0,,,,,baseline,0
72,en_de_#CLIENT-01#_default_2020-12-20-12,12,agent,en,de,en_de,"I understand, but my colleague explained yesterday that we have to be in touch with the warehouse, this has been done for you - so we are awaiting the reply.","Ich verstehe, aber mein Kollege erklärte gestern, dass wir mit dem Lager in Kontakt sein müssen, das ist für Sie getan worden - also warten wir auf die Antwort.","Ich verstehe, aber mein Kollege hat gestern erklärt, dass wir uns mit dem Lager in Verbindung setzen müssen. Dies wurde für dich getan - wir warten auf die Antwort.",28,,0,0,0,100.0,,,,,baseline,0
73,en_de_#CLIENT-01#_default_2020-12-20-12,13,agent,en,de,en_de,"As soon as we have the information, we can then let you know the whereabouts of your order","Sobald wir die Informationen haben, können wir dann Ihnen wissen, wo Ihre Bestellung","Sobald wir die Informationen haben, können wir dich über den Aufenthaltsort deiner Bestellung informieren",13,major/major,0,2,0,23.07692308,Mistranslation/Omission,Ihnen wissen/,52/84,64/84,baseline,-10
74,en_de_#CLIENT-01#_default_2020-12-20-12,14,agent,en,de,en_de,The item was due to dispatch 18.12,Der Artikel war wegen der Versand 18.12,Der Artikel sollte am 18.12.versandt worden sein,8,major,0,1,0,37.5,Mistranslation,wegen der Versand,16,33,baseline,-5
75,en_de_#CLIENT-01#_default_2020-12-20-12,15,client,de,en,de_en,"Ich weiss, heute ist 23.12","I know, today is 23.12","I know, today is 23.12",6,minor,1,0,0,83.33333333,Date/Time Format,23.12,17,22,baseline,-1
76,en_de_#CLIENT-01#_default_2020-12-20-12,16,agent,en,de,en_de,Fully understand - that is what we have contacted the warehouse and as soon as we have answers you will be emailed,"Vollständig verstehen - das ist, was wir mit dem Lager kontaktiert haben und sobald wir Antworten haben, werden Sie e-mail gemachtupword0000 Mein Kollege behandelt dies","Vollkommen verstanden - darum haben wir das Lager kontaktiert und sobald wir Antworten haben, wirst du per E-Mail benachrichtigt",24,major/minor/critical/major,1,2,1,12.5,Grammar/Mistranslation/MT Hallucination/Omission,Vollständig verstehen/kontaktiert/gemachtupword0000 Mein Kollege behandelt dies/,0/55/123/122,21/66/168/123,baseline,-21
77,en_de_#CLIENT-01#_default_2020-12-20-12,17,agent,en,de,en_de,My colleague is dealing with this,.,Mein Kollege kümmert sich darum,0,critical,0,0,1,0.0,MT Hallucination,,0,1,baseline,-10
78,en_de_#CLIENT-01#_default_2020-12-20-12,18,client,de,en,de_en,ok,OK,Okay,1,minor,1,0,0,0.0,Capitalization,OK,0,2,baseline,-1
